source_model,source_kind,source_label,source_attack,target_model,target_kind,target_label,dataset,transfer_acc,transfer_success_rate,source_attack_success_rate,normalized_transfer_rate,same_architecture,same_kind,pair_type
InceptionNet,Original,InceptionNet (Original),BIM,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100,0.0093,0.9907,0.7007,1.413871842443271,False,False,cross_arch_cross_kind
InceptionNet,Original,InceptionNet (Original),BIM,ConvNeXt,Original,ConvNeXt (Original),Cifar100,0.3605,0.6395,0.7007,0.9126587698016269,False,True,cross_arch_same_kind
InceptionNet,Original,InceptionNet (Original),APGD,VGG16,Finetuned,VGG16 (Finetuned),Cifar100,0.3572,0.6428,0.9611,0.6688169805431278,False,False,cross_arch_cross_kind
InceptionNet,Original,InceptionNet (Original),APGD,VGG16,Original,VGG16 (Original),Cifar100,0.2352,0.7648,0.9611,0.7957548642180835,False,True,cross_arch_same_kind
InceptionNet,Original,InceptionNet (Original),APGD,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100,0.1429,0.8571,0.9611,0.8917906565393819,False,False,cross_arch_cross_kind
InceptionNet,Original,InceptionNet (Original),APGD,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100,0.122,0.878,0.9611,0.9135365726771408,False,True,cross_arch_same_kind
InceptionNet,Original,InceptionNet (Original),APGD,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100,0.2388,0.7612,0.9611,0.792009156175216,True,False,same_arch_cross_kind
InceptionNet,Original,InceptionNet (Original),APGD,InceptionNet,Original,InceptionNet (Original),Cifar100,0.0389,0.9611,0.9611,1.0,True,True,self_same_kind
InceptionNet,Original,InceptionNet (Original),APGD,MobileNet,Original,MobileNet (Original),Cifar100,0.1589,0.8411,0.9611,0.8751430652377484,False,True,cross_arch_same_kind
InceptionNet,Original,InceptionNet (Original),APGD,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100,0.2868,0.7132000000000001,0.9611,0.7420663822703154,False,False,cross_arch_cross_kind
InceptionNet,Original,InceptionNet (Original),APGD,XceptionNet,Original,XceptionNet (Original),Cifar100,0.2749,0.7251000000000001,0.9611,0.7544480283009053,False,True,cross_arch_same_kind
InceptionNet,Original,InceptionNet (Original),APGD,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100,0.0087,0.9913,0.9611,1.0314223285818334,False,False,cross_arch_cross_kind
InceptionNet,Original,InceptionNet (Original),APGD,ConvNeXt,Original,ConvNeXt (Original),Cifar100,0.1732,0.8268,0.9611,0.8602642805119135,False,True,cross_arch_same_kind
InceptionNet,Original,InceptionNet (Original),CW,VGG16,Finetuned,VGG16 (Finetuned),Cifar100,0.2235,0.7765,0.9966,0.7791491069636765,False,False,cross_arch_cross_kind
InceptionNet,Original,InceptionNet (Original),CW,VGG16,Original,VGG16 (Original),Cifar100,0.1398,0.8602,0.9966,0.8631346578366446,False,True,cross_arch_same_kind
InceptionNet,Original,InceptionNet (Original),CW,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100,0.086,0.914,0.9966,0.9171182018864138,False,False,cross_arch_cross_kind
InceptionNet,Original,InceptionNet (Original),CW,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100,0.0654,0.9346,0.9966,0.9377884808348383,False,True,cross_arch_same_kind
InceptionNet,Original,InceptionNet (Original),CW,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100,0.1748,0.8251999999999999,0.9966,0.8280152518563113,True,False,same_arch_cross_kind
InceptionNet,Original,InceptionNet (Original),CW,InceptionNet,Original,InceptionNet (Original),Cifar100,0.0034,0.9966,0.9966,1.0,True,True,self_same_kind
InceptionNet,Original,InceptionNet (Original),CW,MobileNet,Original,MobileNet (Original),Cifar100,0.1033,0.8967,0.9966,0.8997591812161349,False,True,cross_arch_same_kind
InceptionNet,Original,InceptionNet (Original),CW,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100,0.2009,0.7991,0.9966,0.8018262091109774,False,False,cross_arch_cross_kind
InceptionNet,Original,InceptionNet (Original),CW,XceptionNet,Original,XceptionNet (Original),Cifar100,0.1958,0.8042,0.9966,0.8069436082681116,False,True,cross_arch_same_kind
InceptionNet,Original,InceptionNet (Original),CW,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100,0.0089,0.9911,0.9966,0.9944812362030905,False,False,cross_arch_cross_kind
InceptionNet,Original,InceptionNet (Original),CW,ConvNeXt,Original,ConvNeXt (Original),Cifar100,0.1152,0.8848,0.9966,0.8878185831828216,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),PGD,VGG16,Finetuned,VGG16 (Finetuned),Cifar10,0.5011,0.4989,0.8908,0.5600583744948361,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),PGD,VGG16,Original,VGG16 (Original),Cifar10,0.5133,0.4867,0.8908,0.5463628199371352,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),PGD,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar10,0.328,0.6719999999999999,0.8908,0.7543780871127076,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),PGD,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar10,0.2617,0.7383,0.8908,0.8288055680287382,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),PGD,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar10,0.4593,0.5407,0.8908,0.606982487651549,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),PGD,InceptionNet,Original,InceptionNet (Original),Cifar10,0.4563,0.5437000000000001,0.8908,0.6103502469690166,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),PGD,MobileNet,Original,MobileNet (Original),Cifar10,0.1092,0.8908,0.8908,1.0,True,True,self_same_kind
MobileNet,Original,MobileNet (Original),PGD,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar10,0.4965,0.5035000000000001,0.8908,0.5652222721149529,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),PGD,XceptionNet,Original,XceptionNet (Original),Cifar10,0.4783,0.5217,0.8908,0.5856533453075887,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),PGD,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar10,0.0941,0.9059,0.8908,1.0169510552312528,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),PGD,ConvNeXt,Original,ConvNeXt (Original),Cifar10,0.3508,0.6492,0.8908,0.7287831162999551,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),FGSM,VGG16,Finetuned,VGG16 (Finetuned),Cifar10,0.4977,0.5023,0.7011000000000001,0.7164455855084866,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),FGSM,VGG16,Original,VGG16 (Original),Cifar10,0.5098,0.49019999999999997,0.7011000000000001,0.6991869918699186,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),FGSM,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar10,0.3338,0.6662,0.7011000000000001,0.9502210811581799,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),FGSM,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar10,0.2717,0.7283,0.7011000000000001,1.0387961774354584,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),FGSM,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar10,0.4582,0.5418000000000001,0.7011000000000001,0.772785622593068,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),FGSM,InceptionNet,Original,InceptionNet (Original),Cifar10,0.459,0.5409999999999999,0.7011000000000001,0.7716445585508485,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),FGSM,MobileNet,Original,MobileNet (Original),Cifar10,0.2989,0.7011000000000001,0.7011000000000001,1.0,True,True,self_same_kind
MobileNet,Original,MobileNet (Original),FGSM,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar10,0.4984,0.5016,0.7011000000000001,0.7154471544715447,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),FGSM,XceptionNet,Original,XceptionNet (Original),Cifar10,0.4788,0.5212,0.7011000000000001,0.7434032235059193,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),FGSM,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar10,0.0948,0.9052,0.7011000000000001,1.2911139637712166,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),FGSM,ConvNeXt,Original,ConvNeXt (Original),Cifar10,0.3528,0.6472,0.7011000000000001,0.9231208101554699,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),BIM,VGG16,Finetuned,VGG16 (Finetuned),Cifar10,0.8948,0.10519999999999996,0.5366,0.19604919865821835,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),BIM,VGG16,Original,VGG16 (Original),Cifar10,0.8949,0.10509999999999997,0.5366,0.19586284010436075,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),BIM,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar10,0.7414,0.25860000000000005,0.5366,0.4819232202758108,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),BIM,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar10,0.6586,0.34140000000000004,0.5366,0.6362281028699218,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),BIM,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar10,0.8403,0.15969999999999995,0.5366,0.2976146105106224,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),BIM,InceptionNet,Original,InceptionNet (Original),Cifar10,0.8255,0.1745,0.5366,0.3251956764815505,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),BIM,MobileNet,Original,MobileNet (Original),Cifar10,0.4634,0.5366,0.5366,1.0,True,True,self_same_kind
MobileNet,Original,MobileNet (Original),BIM,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar10,0.8619,0.1381,0.5366,0.2573611628773761,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),BIM,XceptionNet,Original,XceptionNet (Original),Cifar10,0.8459,0.15410000000000001,0.5366,0.28717853149459566,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),BIM,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar10,0.0749,0.9251,0.5366,1.7240029817368618,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),BIM,ConvNeXt,Original,ConvNeXt (Original),Cifar10,0.7213,0.27869999999999995,0.5366,0.5193812896011927,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),APGD,VGG16,Finetuned,VGG16 (Finetuned),Cifar10,0.5909,0.4091,0.9442,0.4332768481253972,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),APGD,VGG16,Original,VGG16 (Original),Cifar10,0.6009,0.3991,0.9442,0.422685871637365,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),APGD,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar10,0.3608,0.6392,0.9442,0.676975217115018,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),APGD,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar10,0.2892,0.7108,0.9442,0.7528066087693285,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),APGD,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar10,0.5185,0.48150000000000004,0.9442,0.5099555178987503,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),APGD,InceptionNet,Original,InceptionNet (Original),Cifar10,0.5121,0.4879,0.9442,0.5167337428510909,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),APGD,MobileNet,Original,MobileNet (Original),Cifar10,0.0561,0.9439,0.9442,0.999682270705359,True,True,self_same_kind
MobileNet,Original,MobileNet (Original),APGD,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar10,0.5598,0.44020000000000004,0.9442,0.4662147850031773,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),APGD,XceptionNet,Original,XceptionNet (Original),Cifar10,0.5347,0.46530000000000005,0.9442,0.49279813598813815,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),APGD,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar10,0.0991,0.9009,0.9442,0.9541410718068206,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),APGD,ConvNeXt,Original,ConvNeXt (Original),Cifar10,0.3899,0.6101,0.9442,0.6461554755348443,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),CW,VGG16,Finetuned,VGG16 (Finetuned),Cifar10,0.5115,0.48850000000000005,0.9982,0.4893808855940694,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),CW,VGG16,Original,VGG16 (Original),Cifar10,0.5216,0.47840000000000005,0.9982,0.47926267281105994,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),CW,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar10,0.3418,0.6582,0.9982,0.6593868964135444,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),CW,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar10,0.2768,0.7232000000000001,0.9982,0.7245041073933081,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),CW,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar10,0.4683,0.5317000000000001,0.9982,0.5326587858144661,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),CW,InceptionNet,Original,InceptionNet (Original),Cifar10,0.4681,0.5319,0.9982,0.5328591464636346,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),CW,MobileNet,Original,MobileNet (Original),Cifar10,0.0018,0.9982,0.9982,1.0,True,True,self_same_kind
MobileNet,Original,MobileNet (Original),CW,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar10,0.5117,0.48829999999999996,0.9982,0.4891805249449008,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),CW,XceptionNet,Original,XceptionNet (Original),Cifar10,0.4959,0.5041,0.9982,0.5050090162292126,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),CW,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar10,0.0941,0.9059,0.9982,0.9075335604087358,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),CW,ConvNeXt,Original,ConvNeXt (Original),Cifar10,0.3553,0.6447,0.9982,0.6458625525946705,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),DeepFool,VGG16,Finetuned,VGG16 (Finetuned),Cifar10,0.5937,0.4063,0.8461,0.48020328566363313,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),DeepFool,VGG16,Original,VGG16 (Original),Cifar10,0.6019,0.3981,0.8461,0.4705117598392625,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),DeepFool,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar10,0.3708,0.6292,0.8461,0.7436473230114644,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),DeepFool,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar10,0.2987,0.7013,0.8461,0.8288618366623332,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),DeepFool,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar10,0.5217,0.47829999999999995,0.8461,0.5652996099751803,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),DeepFool,InceptionNet,Original,InceptionNet (Original),Cifar10,0.5162,0.4838,0.8461,0.5718000236378679,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),DeepFool,MobileNet,Original,MobileNet (Original),Cifar10,0.1539,0.8461,0.8461,1.0,True,True,self_same_kind
MobileNet,Original,MobileNet (Original),DeepFool,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar10,0.5662,0.43379999999999996,0.8461,0.5127053539770713,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),DeepFool,XceptionNet,Original,XceptionNet (Original),Cifar10,0.5452,0.4548,0.8461,0.5375251152346059,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),DeepFool,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar10,0.0985,0.9015,0.8461,1.0654768939841626,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),DeepFool,ConvNeXt,Original,ConvNeXt (Original),Cifar10,0.387,0.613,0.8461,0.7245006500413663,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),PGD,VGG16,Finetuned,VGG16 (Finetuned),Cifar100,0.2151,0.7848999999999999,0.9705,0.8087583719732095,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),PGD,VGG16,Original,VGG16 (Original),Cifar100,0.1368,0.8632,0.9705,0.8894384337970118,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),PGD,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100,0.079,0.921,0.9705,0.9489953632148377,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),PGD,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100,0.0614,0.9386,0.9705,0.9671303451828954,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),PGD,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100,0.1728,0.8271999999999999,0.9705,0.8523441524987119,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),PGD,InceptionNet,Original,InceptionNet (Original),Cifar100,0.1562,0.8438,0.9705,0.8694487377640391,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),PGD,MobileNet,Original,MobileNet (Original),Cifar100,0.0295,0.9705,0.9705,1.0,True,True,self_same_kind
MobileNet,Original,MobileNet (Original),PGD,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100,0.194,0.806,0.9705,0.8304997424008244,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),PGD,XceptionNet,Original,XceptionNet (Original),Cifar100,0.1866,0.8134,0.9705,0.8381246780010304,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),PGD,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100,0.0088,0.9912,0.9705,1.0213292117465222,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),PGD,ConvNeXt,Original,ConvNeXt (Original),Cifar100,0.1138,0.8862,0.9705,0.9131375579598144,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),FGSM,VGG16,Finetuned,VGG16 (Finetuned),Cifar100,0.2122,0.7878000000000001,0.9152,0.8607954545454546,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),FGSM,VGG16,Original,VGG16 (Original),Cifar100,0.1363,0.8637,0.9152,0.9437281468531469,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),FGSM,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100,0.0805,0.9195,0.9152,1.0046984265734265,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),FGSM,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100,0.0613,0.9387,0.9152,1.0256774475524475,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),FGSM,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100,0.1745,0.8255,0.9152,0.9019886363636364,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),FGSM,InceptionNet,Original,InceptionNet (Original),Cifar100,0.1567,0.8432999999999999,0.9152,0.921437937062937,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),FGSM,MobileNet,Original,MobileNet (Original),Cifar100,0.0848,0.9152,0.9152,1.0,True,True,self_same_kind
MobileNet,Original,MobileNet (Original),FGSM,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100,0.1939,0.8061,0.9152,0.880791083916084,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),FGSM,XceptionNet,Original,XceptionNet (Original),Cifar100,0.1875,0.8125,0.9152,0.8877840909090909,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),FGSM,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100,0.0093,0.9907,0.9152,1.0824956293706294,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),FGSM,ConvNeXt,Original,ConvNeXt (Original),Cifar100,0.1152,0.8848,0.9152,0.9667832167832168,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),BIM,VGG16,Finetuned,VGG16 (Finetuned),Cifar100,0.6309,0.3691,0.8160000000000001,0.45232843137254897,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),BIM,VGG16,Original,VGG16 (Original),Cifar100,0.4924,0.5076,0.8160000000000001,0.6220588235294118,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),BIM,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100,0.336,0.6639999999999999,0.8160000000000001,0.8137254901960783,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),BIM,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100,0.2801,0.7199,0.8160000000000001,0.8822303921568626,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),BIM,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100,0.5278,0.47219999999999995,0.8160000000000001,0.5786764705882352,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),BIM,InceptionNet,Original,InceptionNet (Original),Cifar100,0.4996,0.5004,0.8160000000000001,0.613235294117647,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),BIM,MobileNet,Original,MobileNet (Original),Cifar100,0.184,0.8160000000000001,0.8160000000000001,1.0,True,True,self_same_kind
MobileNet,Original,MobileNet (Original),BIM,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100,0.5482,0.4518,0.8160000000000001,0.5536764705882352,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),BIM,XceptionNet,Original,XceptionNet (Original),Cifar100,0.5352,0.4648,0.8160000000000001,0.5696078431372549,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),BIM,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100,0.0094,0.9906,0.8160000000000001,1.213970588235294,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),BIM,ConvNeXt,Original,ConvNeXt (Original),Cifar100,0.3616,0.6384000000000001,0.8160000000000001,0.7823529411764706,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),APGD,VGG16,Finetuned,VGG16 (Finetuned),Cifar100,0.4323,0.5677,0.9861,0.5757022614339317,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),APGD,VGG16,Original,VGG16 (Original),Cifar100,0.3017,0.6982999999999999,0.9861,0.7081431903458066,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),APGD,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100,0.1476,0.8524,0.9861,0.8644153736943515,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),APGD,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100,0.1204,0.8796,0.9861,0.8919987830848799,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),APGD,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100,0.3272,0.6728000000000001,0.9861,0.6822837440421865,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),APGD,InceptionNet,Original,InceptionNet (Original),Cifar100,0.2971,0.7029000000000001,0.9861,0.7128080316397932,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),APGD,MobileNet,Original,MobileNet (Original),Cifar100,0.014,0.986,0.9861,0.9998985904066525,True,True,self_same_kind
MobileNet,Original,MobileNet (Original),APGD,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100,0.3611,0.6389,0.9861,0.6479058918973736,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),APGD,XceptionNet,Original,XceptionNet (Original),Cifar100,0.3415,0.6585,0.9861,0.6677821721934895,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),APGD,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100,0.0088,0.9912,0.9861,1.005171889260724,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),APGD,ConvNeXt,Original,ConvNeXt (Original),Cifar100,0.1959,0.8041,0.9861,0.8154345401074943,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),CW,VGG16,Finetuned,VGG16 (Finetuned),Cifar100,0.2256,0.7744,0.999,0.7751751751751752,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),CW,VGG16,Original,VGG16 (Original),Cifar100,0.1419,0.8581,0.999,0.8589589589589589,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),CW,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100,0.0853,0.9147,0.999,0.9156156156156156,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),CW,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100,0.0642,0.9358,0.999,0.9367367367367367,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),CW,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100,0.1784,0.8216,0.999,0.8224224224224225,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),CW,InceptionNet,Original,InceptionNet (Original),Cifar100,0.1614,0.8386,0.999,0.8394394394394394,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),CW,MobileNet,Original,MobileNet (Original),Cifar100,0.001,0.999,0.999,1.0,True,True,self_same_kind
MobileNet,Original,MobileNet (Original),CW,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100,0.2029,0.7971,0.999,0.7978978978978979,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),CW,XceptionNet,Original,XceptionNet (Original),Cifar100,0.1986,0.8014,0.999,0.8022022022022022,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),CW,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100,0.0089,0.9911,0.999,0.992092092092092,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),CW,ConvNeXt,Original,ConvNeXt (Original),Cifar100,0.1146,0.8854,0.999,0.8862862862862863,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),DeepFool,VGG16,Finetuned,VGG16 (Finetuned),Cifar100,0.4372,0.5628,0.962,0.585031185031185,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),DeepFool,VGG16,Original,VGG16 (Original),Cifar100,0.3036,0.6964,0.962,0.723908523908524,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),DeepFool,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100,0.1498,0.8502000000000001,0.962,0.8837837837837839,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),DeepFool,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100,0.1176,0.8824,0.962,0.9172557172557172,False,True,cross_arch_same_kind
MobileNet,Original,MobileNet (Original),DeepFool,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100,0.3296,0.6704,0.962,0.6968814968814969,False,False,cross_arch_cross_kind
MobileNet,Original,MobileNet (Original),DeepFool,InceptionNet,Original,InceptionNet (Original),Cifar100,0.2977,0.7022999999999999,0.962,0.73004158004158,False,True,cross_arch_same_kind
